Name,Height,Weight,Reach,W,L,D,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,edad,ufc_bouts,racha,St_Open Stance,St_Orthodox,St_Sideways,St_Southpaw,St_Switch
Levan Makashvili,173.0,145.0,173.0,15.0,1.0,1.0,2.87,54,2.07,61,3.67,42,85,0.0,34.0,2,-1,False,True,False,False,False
Victor Henry,170.0,135.0,173.0,22.0,6.0,0.0,8.67,54,5.98,48,0.0,0,79,0.7,36.0,3,1,False,False,False,False,True
Alexander Munoz,175.0,155.0,183.0,6.0,1.0,0.0,3.96,43,5.49,52,3.0,39,0,0.0,33.0,2,-2,False,False,False,False,True
Anthony Rocco Martin,183.0,170.0,185.0,17.0,5.0,0.0,2.68,37,2.59,58,0.71,27,68,1.0,34.0,15,-1,False,True,False,False,False
Mike Malott,185.0,170.0,185.0,9.0,1.0,1.0,4.21,42,3.07,56,2.53,55,0,1.5,32.0,3,3,False,True,False,False,False
Rob Broughton,188.0,265.0,188.0,16.0,6.0,1.0,2.83,60,2.54,51,0.0,0,26,3.2,40.0,3,-2,False,True,False,False,False
Jordan Leavitt,175.0,155.0,180.0,10.0,2.0,0.0,2.64,60,1.93,56,2.31,26,30,1.2,28.0,6,1,False,False,False,True,False
Erik Silva,175.0,145.0,180.0,9.0,1.0,0.0,2.17,71,1.58,40,3.94,80,71,0.0,36.0,1,-1,False,True,False,False,False
Mario Miranda,190.0,185.0,188.0,14.0,6.0,0.0,1.96,54,2.46,36,1.02,60,54,0.0,44.0,4,-2,False,True,False,False,False
Roger Hollett,180.0,205.0,180.0,13.0,4.0,0.0,1.83,47,6.47,34,1.0,28,30,0.0,45.0,2,-2,False,True,False,False,False
Chuck O'Neil,188.0,170.0,188.0,17.0,8.0,0.0,3.13,37,4.4,72,0.0,0,0,0.0,38.0,1,-1,False,True,False,False,False
Bobby Hoffman,188.0,245.0,188.0,36.0,9.0,1.0,2.02,70,1.32,19,1.17,50,0,1.2,55.0,2,-2,False,True,False,False,False
Carlos Candelario,173.0,125.0,173.0,8.0,2.0,0.0,3.97,46,5.17,44,2.28,36,53,0.3,32.0,2,-2,False,False,False,True,False
Greg Hardy,196.0,265.0,203.0,7.0,4.0,0.0,4.79,50,3.31,55,0.2,33,64,0.0,35.0,9,-3,False,True,False,False,False
Evan Tanner,183.0,185.0,188.0,32.0,7.0,0.0,3.05,59,2.64,56,2.55,43,25,1.3,52.0,17,-2,False,True,False,False,False
Julianna Pena,168.0,135.0,175.0,12.0,4.0,0.0,3.16,47,2.3,50,1.94,55,23,0.8,34.0,10,-1,False,True,False,False,False
Robbie Lawler,180.0,170.0,188.0,29.0,15.0,0.0,3.83,46,4.67,59,0.65,64,65,0.0,41.0,24,-1,False,False,False,True,False
Troy Mandaloniz,175.0,170.0,175.0,3.0,1.0,0.0,3.52,56,4.71,63,3.1,66,57,0.0,43.0,2,-1,False,True,False,False,False
Sergio Pettis,168.0,125.0,175.0,17.0,5.0,0.0,3.88,37,2.91,65,0.85,40,67,0.4,30.0,14,1,False,True,False,False,False
Wilson Gouveia,185.0,185.0,193.0,14.0,7.0,0.0,3.02,39,4.06,56,0.9,66,57,2.2,45.0,10,-2,False,True,False,False,False
Joe Vedepo,183.0,185.0,183.0,18.0,8.0,0.0,1.43,42,5.71,38,1.07,20,0,0.0,37.0,2,-2,False,True,False,False,False
Niko Price,183.0,170.0,193.0,15.0,5.0,0.0,5.48,42,5.57,48,0.7,20,64,0.7,34.0,13,-1,False,True,False,False,False
Jeremy Horn,185.0,185.0,188.0,91.0,21.0,5.0,1.19,39,1.99,55,1.83,38,29,1.1,48.0,13,-3,False,True,False,False,False
Izabela Badurek,165.0,115.0,165.0,6.0,2.0,0.0,3.74,71,4.9,32,1.75,12,100,0.0,32.0,1,-1,False,True,False,False,False
Rodrigo Damm,170.0,155.0,180.0,13.0,8.0,0.0,3.5,36,5.61,57,0.44,16,80,0.3,43.0,7,-3,False,True,False,False,False
Alex Schoenauer,190.0,185.0,190.0,15.0,9.0,0.0,1.22,40,2.27,42,0.0,0,22,4.9,47.0,1,-1,False,True,False,False,False
John Makdessi,173.0,155.0,173.0,18.0,7.0,0.0,5.52,50,4.04,69,0.0,0,85,0.0,38.0,19,-1,False,True,False,False,False
Emmanuel Yarborough,203.0,770.0,203.0,1.0,1.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,63.0,1,-1,True,False,False,False,False
Humberto Brown Morrison,178.0,145.0,178.0,4.0,5.0,0.0,1.71,50,2.19,62,1.43,25,0,0.0,39.0,1,-1,False,True,False,False,False
Mike Ricci,183.0,155.0,193.0,11.0,4.0,0.0,1.8,32,1.64,65,0.67,100,54,0.0,37.0,3,-1,False,False,False,True,False
Matt Veach,180.0,155.0,180.0,17.0,4.0,0.0,1.12,28,4.91,44,3.64,38,100,1.5,42.0,3,-2,False,True,False,False,False
Karol Rosa,165.0,145.0,170.0,16.0,4.0,0.0,5.58,55,3.86,50,1.43,45,68,0.0,29.0,7,-1,False,True,False,False,False
Scott Holtzman,175.0,155.0,175.0,14.0,5.0,0.0,4.32,47,3.66,55,1.88,56,67,0.2,40.0,13,-3,False,True,False,False,False
Byron Bloodworth,173.0,135.0,173.0,6.0,2.0,0.0,1.82,28,5.18,50,0.0,0,0,0.0,40.0,2,-2,False,True,False,False,False
CJ Keith,183.0,155.0,183.0,8.0,3.0,0.0,0.86,50,1.82,50,0.0,0,62,0.0,37.0,2,-2,False,True,False,False,False
Paul Creighton,168.0,155.0,168.0,3.0,0.0,0.0,0.72,75,4.65,30,5.37,37,0,0.0,53.0,1,-1,False,False,False,True,False
Abus Magomedov,188.0,185.0,198.0,24.0,4.0,1.0,22.11,100,0.0,100,0.0,0,0,0.0,33.0,1,1,False,True,False,False,False
Lucas Martins,183.0,145.0,183.0,18.0,3.0,0.0,2.87,35,4.14,60,0.0,0,76,0.5,35.0,7,1,False,False,False,True,False
Charlie Ward,180.0,170.0,180.0,3.0,2.0,0.0,1.64,19,7.21,53,0.0,0,0,0.0,43.0,2,-2,False,True,False,False,False
Nick Agallar,173.0,155.0,173.0,24.0,5.0,0.0,0.69,11,4.56,42,0.0,0,0,0.0,44.0,1,-1,False,True,False,False,False
Rob Emerson,175.0,155.0,178.0,18.0,11.0,0.0,2.5,30,2.83,64,2.02,52,65,0.4,42.0,6,-1,False,True,False,False,False
Michael Trizano,180.0,145.0,180.0,10.0,3.0,0.0,3.63,53,4.4,50,0.36,66,72,0.5,32.0,7,1,False,True,False,False,False
Oskar Piechota,183.0,185.0,193.0,11.0,2.0,1.0,3.3,52,3.93,51,0.61,40,38,1.5,33.0,5,-3,False,False,False,True,False
Guido Cannetti,168.0,135.0,173.0,10.0,7.0,0.0,3.44,55,2.84,51,2.27,55,64,0.4,44.0,10,-1,False,False,False,True,False
Pat Sabatini,173.0,145.0,178.0,17.0,3.0,0.0,1.67,55,1.5,52,3.75,42,42,1.9,33.0,5,-1,False,True,False,False,False
Adrian Serrano,173.0,170.0,173.0,56.0,28.0,4.0,0.0,0,0.0,0,0.0,0,0,0.0,60.0,1,-1,False,True,False,False,False
David Bielkheden,178.0,155.0,180.0,24.0,11.0,0.0,1.11,57,1.64,54,2.65,63,14,0.0,44.0,3,-1,False,True,False,False,False
Gadzhi Omargadzhiev,185.0,170.0,180.0,13.0,1.0,0.0,1.8,39,2.2,39,1.35,30,60,0.5,30.0,2,-2,False,False,False,False,True
William Gomis,183.0,145.0,185.0,11.0,2.0,0.0,1.97,39,1.17,81,1.5,60,71,0.0,26.0,2,2,False,False,False,True,False
Dwight Grant,185.0,185.0,193.0,11.0,5.0,0.0,3.29,36,2.66,60,0.61,100,66,0.0,39.0,8,-3,False,False,False,False,True
Ricardo Ramos,175.0,145.0,183.0,15.0,4.0,0.0,3.32,38,3.82,57,2.58,58,72,0.6,28.0,10,1,False,True,False,False,False
Jiri Prochazka,190.0,205.0,203.0,28.0,3.0,1.0,5.77,55,5.4,40,0.38,100,68,0.4,31.0,3,3,False,True,False,False,False
Buddy Roberts,188.0,185.0,188.0,12.0,2.0,0.0,2.17,34,2.08,70,0.0,0,76,0.7,41.0,2,-1,False,True,False,False,False
Zarrukh Adashev,165.0,125.0,165.0,4.0,3.0,0.0,3.65,40,3.04,64,0.0,0,100,0.5,31.0,3,-1,False,False,False,True,False
Sirwan Kakai,165.0,135.0,165.0,12.0,4.0,0.0,3.57,41,4.63,62,4.0,42,83,0.0,34.0,2,-1,False,True,False,False,False
Rafael Dos Anjos,173.0,170.0,178.0,31.0,14.0,0.0,3.56,47,3.21,61,2.05,35,59,0.6,39.0,33,1,False,False,False,True,False
Ramona Pascual,170.0,135.0,168.0,6.0,4.0,0.0,3.87,57,8.43,46,1.81,19,100,0.0,35.0,3,-3,False,False,False,True,False
Remco Pardoel,190.0,260.0,190.0,8.0,6.0,1.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,1,False,False,False,True,False
Tiki Ghosn,178.0,170.0,178.0,10.0,6.0,1.0,2.78,46,2.94,58,0.41,50,61,0.0,46.0,4,-4,False,True,False,False,False
Jason DeLucia,180.0,190.0,180.0,33.0,20.0,1.0,0.0,0,0.0,0,0.0,0,0,0.0,54.0,2,-1,False,False,False,True,False
Mario Neto,183.0,229.0,183.0,13.0,4.0,0.0,1.89,50,1.89,70,2.84,100,0,0.0,37.0,1,-1,False,True,False,False,False
Tai Bowden,180.0,230.0,180.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Paddy Holohan,178.0,125.0,175.0,12.0,1.0,1.0,2.13,46,2.81,46,2.88,47,71,1.3,35.0,5,-1,False,True,False,False,False
Cindy Dandois,170.0,135.0,170.0,8.0,2.0,0.0,3.13,32,3.4,58,5.0,55,0,0.0,39.0,1,-1,False,True,False,False,False
Cristiano Marcello,175.0,155.0,183.0,13.0,5.0,0.0,2.56,33,3.61,58,0.44,11,20,0.9,46.0,4,-2,False,True,False,False,False
Bryan Barberena,183.0,170.0,183.0,18.0,9.0,0.0,5.81,48,4.83,44,0.15,25,54,0.3,34.0,17,-2,False,False,False,True,False
Michael Patt,183.0,205.0,183.0,12.0,3.0,0.0,1.65,28,5.53,55,0.0,0,0,0.0,37.0,2,-2,False,True,False,False,False
Naoki Inoue,175.0,125.0,180.0,11.0,0.0,0.0,3.67,35,3.37,60,0.0,0,60,2.5,26.0,2,-1,False,True,False,False,False
Tateki Matsuda,170.0,125.0,170.0,13.0,7.0,0.0,3.2,34,3.43,69,0.0,0,16,0.0,37.0,2,-2,False,True,False,False,False
Horacio Gutierrez,178.0,145.0,178.0,4.0,2.0,0.0,0.86,26,2.91,46,0.0,0,50,0.0,33.0,2,-2,False,True,False,False,False
Bevon Lewis,190.0,185.0,201.0,7.0,2.0,0.0,3.73,43,2.67,54,0.0,0,66,0.0,32.0,4,-1,False,True,False,False,False
John Albert,173.0,135.0,173.0,6.0,4.0,0.0,3.05,49,2.82,35,0.0,0,50,6.1,37.0,5,-4,False,True,False,False,False
Vladimir Matyushenko,183.0,205.0,188.0,27.0,7.0,0.0,1.9,44,1.62,59,3.25,46,70,0.1,52.0,12,-2,False,True,False,False,False
Richardson Moreira,188.0,185.0,188.0,7.0,3.0,0.0,1.17,28,1.83,67,0.0,0,100,0.0,39.0,2,-2,False,True,False,False,False
Jordan Rinaldi,178.0,145.0,183.0,14.0,6.0,0.0,1.56,35,2.32,59,1.45,35,20,1.2,36.0,5,-1,False,True,False,False,False
Luan Chagas,183.0,170.0,190.0,15.0,2.0,1.0,4.16,47,3.19,62,0.32,12,85,0.3,30.0,3,-1,False,True,False,False,False
Abdul Razak Alhassan,178.0,185.0,185.0,11.0,5.0,0.0,3.54,48,4.02,55,0.97,38,52,0.0,38.0,11,1,False,True,False,False,False
Beneil Dariush,178.0,155.0,183.0,22.0,4.0,1.0,3.79,49,2.63,58,1.91,34,80,0.9,34.0,21,-1,False,False,False,True,False
Shamil Gamzatov,188.0,205.0,193.0,14.0,0.0,0.0,5.35,48,3.46,51,0.0,0,50,0.0,33.0,2,-1,False,True,False,False,False
Corey Hill,193.0,155.0,203.0,6.0,8.0,0.0,3.57,46,1.61,70,3.02,80,100,0.0,45.0,3,-2,False,True,False,False,False
Amanda Ribas,160.0,125.0,168.0,10.0,3.0,0.0,4.8,42,2.65,69,2.16,52,88,1.0,30.0,8,1,False,True,False,False,False
Rin Nakai,155.0,135.0,155.0,19.0,1.0,1.0,1.57,33,3.9,60,3.0,18,75,0.5,37.0,2,-2,False,True,False,False,False
AJ Fletcher,178.0,170.0,170.0,9.0,2.0,0.0,3.54,49,4.59,47,1.92,41,28,1.1,26.0,3,1,False,False,False,False,True
Paul Rodriguez,170.0,155.0,170.0,10.0,8.0,2.0,0.84,100,1.68,68,0.0,0,50,0.0,37.0,1,-1,False,True,False,False,False
Dan Argueta,170.0,135.0,173.0,8.0,1.0,0.0,2.47,51,1.53,52,2.5,55,50,1.0,30.0,2,1,False,False,False,True,False
Chris Avila,178.0,145.0,178.0,5.0,3.0,0.0,2.37,30,4.17,48,0.0,0,46,0.0,30.0,2,-2,False,True,False,False,False
Jumabieke Tuerxun,170.0,135.0,170.0,19.0,3.0,1.0,1.6,28,3.08,59,0.47,11,66,0.9,37.0,3,-3,False,True,False,False,False
Nick Hein,168.0,155.0,168.0,14.0,4.0,0.0,2.65,35,3.61,59,0.86,33,83,0.0,39.0,8,-3,False,False,False,True,False
Marco Beltran,173.0,125.0,175.0,8.0,5.0,0.0,2.07,37,1.93,63,0.7,50,46,0.2,37.0,6,-3,False,True,False,False,False
Jason Novelli,183.0,155.0,183.0,11.0,2.0,1.0,1.73,24,3.55,66,0.7,33,100,0.0,44.0,2,-2,False,True,False,False,False
Jim Miller,173.0,155.0,180.0,35.0,17.0,0.0,2.86,41,3.08,58,1.56,43,48,1.8,40.0,41,1,False,False,False,True,False
Scott Fiedler,193.0,235.0,193.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Michael McBride,185.0,155.0,185.0,8.0,2.0,0.0,4.08,48,5.85,40,1.85,42,30,1.2,37.0,2,-2,False,True,False,False,False
JunYong Park,178.0,185.0,185.0,15.0,5.0,0.0,4.92,51,3.71,53,2.33,51,70,0.8,32.0,8,3,False,True,False,False,False
Alberto Crane,165.0,155.0,165.0,15.0,4.0,0.0,0.43,25,2.61,57,0.0,0,50,4.0,47.0,2,-2,False,True,False,False,False
Alex Soto,173.0,135.0,173.0,8.0,2.0,1.0,2.95,25,5.02,59,2.82,30,0,0.0,39.0,2,-2,False,False,False,True,False
Aleksandar Rakic,193.0,205.0,198.0,14.0,2.0,0.0,4.01,50,2.3,53,0.82,25,90,0.2,31.0,8,-1,False,True,False,False,False
Don Madge,183.0,155.0,183.0,8.0,3.0,1.0,2.08,52,0.74,67,2.22,25,80,0.7,33.0,2,2,False,False,False,True,False
Alex Torres,178.0,145.0,178.0,5.0,3.0,0.0,2.47,37,2.73,69,2.0,22,50,0.0,35.0,1,-1,False,True,False,False,False
Paul Georgieff,188.0,170.0,188.0,6.0,1.0,0.0,2.55,40,2.34,35,0.0,0,0,0.0,41.0,1,-1,False,True,False,False,False
Guilherme Vasconcelos,183.0,185.0,183.0,9.0,3.0,0.0,3.27,29,4.4,70,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Jamey-Lyn Horth,170.0,135.0,168.0,5.0,0.0,0.0,5.07,73,4.2,58,0.0,0,75,0.0,33.0,1,1,False,True,False,False,False
Waylon Lowe,170.0,145.0,170.0,16.0,6.0,0.0,1.88,55,2.4,53,4.47,55,83,0.3,43.0,4,-1,False,False,False,True,False
Alexa Grasso,165.0,125.0,168.0,15.0,3.0,0.0,4.88,43,4.07,59,0.38,44,61,0.6,30.0,11,5,False,True,False,False,False
Royston Wee,170.0,135.0,170.0,4.0,0.0,0.0,1.1,60,2.45,49,3.38,81,0,0.0,37.0,3,-1,False,True,False,False,False
Sabina Mazo,170.0,125.0,178.0,9.0,3.0,0.0,6.1,43,4.35,57,0.65,80,59,0.2,26.0,7,-3,False,True,False,False,False
Jay Hieron,183.0,170.0,190.0,23.0,6.0,0.0,1.66,32,1.89,61,4.05,60,66,1.0,47.0,4,-4,False,True,False,False,False
Ryan Madigan,183.0,170.0,183.0,5.0,2.0,0.0,0.0,0,3.35,47,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Laureano Staropoli,185.0,185.0,180.0,9.0,4.0,0.0,3.31,34,3.73,54,0.83,26,48,0.0,30.0,6,-4,False,True,False,False,False
Darren Elkins,178.0,145.0,180.0,27.0,10.0,0.0,3.53,38,3.35,51,2.73,34,58,1.1,39.0,27,-1,False,True,False,False,False
Joachim Christensen,190.0,205.0,193.0,14.0,5.0,0.0,3.78,41,3.29,46,0.0,0,0,0.0,45.0,4,-2,False,True,False,False,False
Gegard Mousasi,188.0,185.0,193.0,41.0,6.0,2.0,3.75,50,1.21,68,1.59,60,59,1.1,38.0,12,5,False,True,False,False,False
David Kaplan,170.0,155.0,170.0,3.0,3.0,0.0,2.88,46,4.32,67,4.88,43,0,0.7,44.0,2,-2,False,True,False,False,False
Omar Morales,180.0,155.0,185.0,11.0,3.0,0.0,3.42,40,3.18,58,0.46,100,63,0.0,38.0,7,-3,False,True,False,False,False
Andre Gusmao,183.0,205.0,183.0,6.0,2.0,0.0,2.79,43,3.28,60,0.0,0,60,0.0,46.0,2,-2,False,True,False,False,False
Joey Beltran,185.0,185.0,190.0,17.0,13.0,0.0,4.92,36,5.27,54,0.48,18,75,0.0,42.0,9,-4,False,True,False,False,False
Roger Huerta,175.0,155.0,178.0,23.0,8.0,1.0,3.64,36,2.33,56,2.13,46,52,0.5,40.0,8,-2,False,True,False,False,False
Dustin Neace,175.0,145.0,175.0,25.0,20.0,1.0,2.08,32,2.66,56,0.0,0,0,1.7,37.0,1,-1,False,True,False,False,False
Dave Galera,180.0,135.0,180.0,5.0,0.0,0.0,1.67,69,0.53,33,0.0,0,14,2.0,45.0,1,-1,False,True,False,False,False
Steve Bruno,178.0,170.0,178.0,15.0,5.0,0.0,0.96,52,3.38,36,1.94,25,46,0.4,42.0,3,-1,False,True,False,False,False
Rafaello Oliveira,173.0,155.0,180.0,17.0,7.0,0.0,2.19,33,3.38,59,2.49,36,11,1.6,41.0,8,-2,False,True,False,False,False
Dan Christison,203.0,265.0,203.0,20.0,6.0,0.0,4.23,51,3.88,54,0.0,0,37,1.1,51.0,2,-1,False,True,False,False,False
Townsend Saunders,165.0,170.0,165.0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Adlan Amagov,188.0,170.0,193.0,13.0,2.0,1.0,3.29,47,0.82,78,5.84,56,100,0.0,37.0,2,2,False,True,False,False,False
Melvin Guillard,175.0,155.0,180.0,32.0,17.0,2.0,2.96,40,1.85,66,1.3,63,61,0.2,40.0,21,-1,False,True,False,False,False
Adam Wieczorek,196.0,250.0,206.0,10.0,1.0,0.0,1.68,38,1.87,48,0.41,33,58,0.4,31.0,3,-1,False,True,False,False,False
Ricardo Romero,183.0,205.0,193.0,11.0,2.0,0.0,2.17,55,4.77,46,1.63,10,100,3.3,45.0,3,-2,False,True,False,False,False
Jeff Hougland,170.0,135.0,173.0,10.0,5.0,0.0,1.86,48,3.46,47,0.86,18,0,1.1,45.0,3,-2,False,True,False,False,False
Felipe Olivieri,175.0,155.0,175.0,14.0,4.0,0.0,6.68,58,4.6,57,0.0,0,71,0.0,38.0,1,-1,False,True,False,False,False
Michael Bisping,185.0,185.0,190.0,30.0,8.0,0.0,4.33,38,2.71,65,1.05,43,63,0.3,44.0,29,-2,False,True,False,False,False
Cory Sandhagen,180.0,135.0,178.0,15.0,4.0,0.0,5.98,44,3.9,57,0.89,21,64,0.3,31.0,12,2,False,False,False,False,True
Anthony Perosh,190.0,205.0,190.0,15.0,9.0,0.0,2.27,43,3.77,53,2.03,22,33,1.1,51.0,12,-2,False,True,False,False,False
John Campetella,175.0,235.0,175.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Maia Stevenson,163.0,115.0,157.0,6.0,4.0,0.0,1.57,54,3.13,33,3.91,100,50,0.0,41.0,1,-1,False,True,False,False,False
Dieusel Berto,175.0,200.0,175.0,0.0,2.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Matt Lindland,183.0,185.0,188.0,21.0,9.0,0.0,2.62,50,1.56,52,3.01,48,60,1.3,53.0,12,2,False,False,False,True,False
Richard Walsh,183.0,170.0,185.0,9.0,4.0,0.0,3.84,46,2.72,58,1.55,40,66,0.2,35.0,6,-2,False,True,False,False,False
Kris Moutinho,170.0,135.0,173.0,9.0,5.0,0.0,4.86,32,15.48,28,0.0,0,0,0.0,31.0,2,-2,False,False,False,True,False
Damien Brown,178.0,155.0,173.0,17.0,11.0,0.0,3.66,38,4.86,50,0.68,27,53,0.7,39.0,6,-3,False,True,False,False,False
Sergey Khandozhko,185.0,170.0,188.0,27.0,6.0,1.0,3.41,41,2.37,60,0.76,28,61,0.0,31.0,3,1,False,True,False,False,False
Homer Moore,178.0,205.0,178.0,26.0,8.0,2.0,0.68,50,0.68,0,5.07,66,0,0.0,52.0,1,-1,False,True,False,False,False
Marcelo Aguiar,178.0,170.0,178.0,2.0,2.0,1.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Tom Lawlor,183.0,205.0,188.0,10.0,5.0,0.0,2.5,42,2.41,60,2.46,32,57,1.4,40.0,11,-1,False,False,False,True,False
Jesse Strader,170.0,135.0,178.0,5.0,2.0,0.0,5.03,51,5.28,47,3.87,57,100,0.0,32.0,2,-2,False,True,False,False,False
Ryan Thomas,183.0,170.0,183.0,20.0,7.0,0.0,2.01,36,4.17,30,5.59,33,0,2.2,39.0,2,-2,False,True,False,False,False
Joseph Sandoval,170.0,135.0,170.0,7.0,6.0,0.0,1.82,42,12.12,60,0.0,0,0,0.0,37.0,2,-2,False,False,False,True,False
Markus Perez,185.0,185.0,185.0,12.0,4.0,0.0,2.6,47,3.72,52,0.81,25,77,1.0,35.0,7,-3,False,True,False,False,False
Ken Shamrock,185.0,205.0,183.0,28.0,16.0,2.0,1.47,46,4.3,39,0.94,60,44,2.5,59.0,9,-3,False,True,False,False,False
Brandon Melendez,180.0,155.0,180.0,25.0,24.0,0.0,0.84,26,0.56,63,0.0,0,25,0.0,40.0,1,-1,False,False,False,True,False
Norma Dumont,170.0,145.0,170.0,8.0,2.0,0.0,3.45,48,2.07,67,1.16,57,72,0.0,33.0,7,2,False,True,False,False,False
Nick Osipczak,188.0,170.0,193.0,6.0,2.0,0.0,2.83,50,3.77,50,1.2,45,71,1.0,39.0,5,-3,False,True,False,False,False
James Zikic,188.0,205.0,188.0,21.0,9.0,2.0,1.47,35,1.6,44,0.5,25,74,0.5,46.0,1,-1,False,True,False,False,False
Jordan Radev,170.0,185.0,170.0,23.0,4.0,0.0,1.35,23,2.38,66,0.0,0,80,0.0,47.0,2,-2,False,False,False,True,False
Eric Shelton,168.0,125.0,173.0,12.0,5.0,0.0,2.57,42,1.88,63,2.83,51,46,0.2,32.0,6,-1,False,True,False,False,False
Brendan O'Reilly,170.0,170.0,175.0,6.0,2.0,0.0,1.9,47,2.77,39,2.22,43,36,0.6,36.0,4,-2,False,True,False,False,False
Umar Nurmagomedov,173.0,135.0,175.0,15.0,0.0,0.0,4.85,70,0.73,75,4.28,45,100,0.9,27.0,4,4,False,True,False,False,False
Chase Sherman,193.0,250.0,198.0,16.0,11.0,0.0,6.04,45,6.65,52,0.09,50,74,0.0,34.0,15,-2,False,True,False,False,False
Paul Kelly,175.0,155.0,178.0,14.0,4.0,0.0,3.22,37,2.61,59,1.34,60,30,1.5,39.0,9,-1,False,True,False,False,False
Ben Alloway,180.0,170.0,193.0,18.0,7.0,0.0,1.28,49,1.9,59,0.62,50,26,0.0,42.0,3,-2,False,True,False,False,False
Mayra Bueno Silva,168.0,135.0,168.0,9.0,2.0,1.0,4.2,54,4.71,58,0.38,50,67,1.5,32.0,7,3,False,True,False,False,False
Gregory Rodrigues,190.0,185.0,190.0,13.0,4.0,0.0,6.09,55,5.82,51,2.2,50,100,0.6,31.0,6,-1,False,True,False,False,False
Rashad Coulter,180.0,205.0,193.0,8.0,4.0,0.0,4.82,56,6.68,50,0.0,0,62,0.0,42.0,4,1,False,True,False,False,False
Max Griffin,180.0,170.0,193.0,18.0,9.0,0.0,4.23,50,3.87,57,1.6,50,71,0.3,38.0,14,1,False,True,False,False,False
Manon Fiorot,170.0,125.0,165.0,9.0,1.0,0.0,6.58,42,3.14,71,1.69,50,83,0.0,33.0,5,5,False,True,False,False,False
Virna Jandiroba,160.0,115.0,163.0,18.0,3.0,0.0,2.34,40,3.03,56,2.42,39,73,1.0,35.0,8,2,False,True,False,False,False
Jack Marshman,183.0,185.0,185.0,23.0,9.0,0.0,2.74,25,4.19,56,0.0,0,20,0.0,34.0,8,-2,False,True,False,False,False
Paul Bradley,175.0,170.0,175.0,23.0,7.0,0.0,2.26,32,4.13,56,1.12,16,100,0.0,40.0,2,-2,False,True,False,False,False
Igor Zinoviev,185.0,199.0,185.0,4.0,0.0,2.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Askar Askarov,168.0,125.0,170.0,14.0,0.0,1.0,3.05,54,2.8,57,2.6,24,66,0.4,31.0,4,-1,False,True,False,False,False
Kevin Croom,180.0,135.0,185.0,21.0,14.0,0.0,2.65,34,3.1,41,0.48,5,30,0.5,36.0,2,-2,False,True,False,False,False
Ian McCall,165.0,125.0,163.0,13.0,4.0,1.0,3.59,39,3.25,67,2.08,30,88,0.0,39.0,5,-1,False,True,False,False,False
Mostapha Al-Turk,188.0,245.0,196.0,6.0,5.0,0.0,1.36,19,3.61,53,0.0,0,0,0.0,50.0,3,-3,False,True,False,False,False
Merab Dvalishvili,168.0,135.0,173.0,15.0,4.0,0.0,4.46,41,2.41,56,6.55,36,78,0.3,32.0,11,9,False,True,False,False,False
Muhammad Mokaev,170.0,125.0,178.0,9.0,0.0,0.0,1.14,54,0.87,61,7.34,53,0,1.3,23.0,4,4,False,True,False,False,False
Hannah Cifers,155.0,115.0,157.0,10.0,6.0,0.0,4.99,44,5.39,52,0.26,100,64,0.3,31.0,7,-4,False,True,False,False,False
Ike Villanueva,185.0,205.0,185.0,18.0,13.0,0.0,3.66,38,7.24,36,0.6,50,100,0.0,39.0,6,-3,False,True,False,False,False
Steve Garcia,183.0,145.0,190.0,13.0,5.0,0.0,4.85,56,2.61,46,1.51,44,94,0.4,31.0,4,3,False,False,False,True,False
Ruan Potts,188.0,247.0,190.0,11.0,5.0,0.0,0.85,37,5.92,22,0.75,16,33,2.3,45.0,3,-3,False,True,False,False,False
Dustin Pague,175.0,135.0,188.0,12.0,10.0,0.0,1.65,53,2.96,41,1.03,44,55,2.6,36.0,6,-4,False,True,False,False,False
Ross Pearson,173.0,155.0,175.0,20.0,15.0,0.0,3.68,40,4.09,62,0.74,35,75,0.0,39.0,25,-2,False,True,False,False,False
Natan Levy,175.0,155.0,180.0,7.0,1.0,0.0,4.01,51,3.52,58,5.37,57,41,0.5,32.0,3,2,False,False,False,True,False
Christina Marks,170.0,125.0,175.0,8.0,8.0,0.0,5.0,58,3.0,64,7.5,100,0,0.0,38.0,1,-1,False,True,False,False,False
Cal Worsham,180.0,230.0,180.0,12.0,10.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,2,1,False,True,False,False,False
